Country/Region,Lat,Long_,Date,Reported Deaths,Deaths (Per Capita),Population
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/04/21,10387.5,0.026242989237532,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/05/21,10675,0.026969329493204,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/06/21,10962.5,0.027695669748876,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/07/21,11250,0.028422010004548,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/08/21,10975.7142857143,0.027729054332056,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/09/21,10701.4285714286,0.027036098659564,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/10/21,10427.1428571429,0.026343142987072,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/11/21,10152.8571428571,0.02565018731458,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/12/21,9878.57142857143,0.024957231642088,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/13/21,9604.28571428571,0.024264275969597,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/14/21,9330,0.023571320297105,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/15/21,8984.28571428571,0.022697907418235,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/16/21,8638.57142857143,0.021824494539365,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/17/21,8292.85714285714,0.020951081660495,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/18/21,7947.14285714286,0.020077668781625,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/19/21,7601.42857142857,0.019204255902755,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/20/21,7255.71428571429,0.018330843023885,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/21/21,6910,0.017457430145015,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/22/21,6531.42857142857,0.016501006951212,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/23/21,6152.85714285714,0.015544583757408,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/24/21,5774.28571428571,0.014588160563604,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/25/21,5395.71428571429,0.0136317373698,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/26/21,5017.14285714286,0.012675314175996,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/27/21,4638.57142857143,0.011718890982193,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/28/21,4260,0.010762467788389,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/29/21,4110,0.010383507654995,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/30/21,3960,0.010004547521601,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,03/31/21,3810,0.009625587388207,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/01/21,3660,0.009246627254813,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/02/21,3510,0.008867667121419,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/03/21,3360,0.008488706988025,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/04/21,3210,0.008109746854631,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/05/21,3060,0.007730786721237,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/06/21,2892.85714285714,0.007308516858312,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/07/21,2725.71428571429,0.006886246995388,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/08/21,2558.57142857143,0.006463977132463,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/09/21,2391.42857142857,0.006041707269538,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/10/21,2224.28571428571,0.005619437406613,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/11/21,2057.14285714286,0.005197167543689,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/12/21,1890,0.004774897680764,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/13/21,1971.42857142857,0.004980618896035,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/14/21,2052.85714285714,0.005186340111306,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/15/21,2134.28571428571,0.005392061326577,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/16/21,2215.71428571429,0.005597782541848,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/17/21,2297.14285714286,0.005803503757119,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/18/21,2378.57142857143,0.00600922497239,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/19/21,2460,0.006214946187661,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/20/21,2296.25,0.005801248042039,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/21/21,2132.5,0.005387549896418,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/22/21,1968.75,0.004973851750796,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/23/21,1805,0.004560153605174,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/24/21,1641.25,0.004146455459552,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/25/21,1477.5,0.003732757313931,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/26/21,1313.75,0.003319059168309,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/27/21,1150,0.002905361022687,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/28/21,1094.28571428571,0.002764604401712,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/29/21,1038.57142857143,0.002623847780737,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,04/30/21,982.857142857143,0.002483091159762,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/01/21,927.142857142857,0.002342334538787,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/02/21,871.428571428572,0.002201577917813,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/03/21,815.714285714286,0.002060821296838,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/04/21,760,0.001920064675863,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/05/21,720,0.001819008640291,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/06/21,680,0.001717952604719,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/07/21,640,0.001616896569148,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/08/21,600,0.001515840533576,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/09/21,560,0.001414784498004,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/10/21,520,0.001313728462432,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/11/21,501.25,0.001266358445758,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/12/21,482.5,0.001218988429084,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/13/21,463.75,0.00117161841241,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/14/21,445,0.001124248395735,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/15/21,426.25,0.001076878379061,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/16/21,407.5,0.001029508362387,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/17/21,388.75,0.000982138345713,39582000
United Kingdom Spanish Flu 1918,32.53952745,-86.64408227,05/18/21,370,0.000934768329038,39582000
