Province_State,Lat,Long_,Date,Reported Cases,Cases (Per Capita)
Alabama,32.53952745,-86.64408227,1/23/20,0.0,-1
Alabama,32.53952745,-86.64408227,1/24/20,0.0,-1
Alabama,32.53952745,-86.64408227,1/25/20,0.0,-1
Alabama,32.53952745,-86.64408227,1/26/20,0.0,-1
Alabama,32.53952745,-86.64408227,1/27/20,0.0,-1
Alabama,32.53952745,-86.64408227,1/28/20,0.0,-1
Alabama,32.53952745,-86.64408227,1/29/20,0.0,-1
Alabama,32.53952745,-86.64408227,1/30/20,0.0,-1
Alabama,32.53952745,-86.64408227,1/31/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/1/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/2/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/3/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/4/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/5/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/6/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/7/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/8/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/9/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/10/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/11/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/12/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/13/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/14/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/15/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/16/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/17/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/18/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/19/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/20/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/21/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/22/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/23/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/24/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/25/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/26/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/27/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/28/20,0.0,-1
Alabama,32.53952745,-86.64408227,2/29/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/1/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/2/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/3/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/4/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/5/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/6/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/7/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/8/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/9/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/10/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/11/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/12/20,0.0,-1
Alabama,32.53952745,-86.64408227,3/13/20,5.0,-1
Alabama,32.53952745,-86.64408227,3/14/20,2.0,-1
Alabama,32.53952745,-86.64408227,3/15/20,4.0,-1
Alabama,32.53952745,-86.64408227,3/16/20,18.0,-1
Alabama,32.53952745,-86.64408227,3/17/20,10.0,-1
Alabama,32.53952745,-86.64408227,3/18/20,12.0,-1
Alabama,32.53952745,-86.64408227,3/19/20,27.0,-1
Alabama,32.53952745,-86.64408227,3/20/20,28.0,-1
Alabama,32.53952745,-86.64408227,3/21/20,25.0,-1
Alabama,32.53952745,-86.64408227,3/22/20,26.0,-1
Alabama,32.53952745,-86.64408227,3/23/20,39.0,-1
Alabama,32.53952745,-86.64408227,3/24/20,46.0,-1
Alabama,32.53952745,-86.64408227,3/25/20,139.0,-1
Alabama,32.53952745,-86.64408227,3/26/20,136.0,-1
Alabama,32.53952745,-86.64408227,3/27/20,70.0,-1
Alabama,32.53952745,-86.64408227,3/28/20,107.0,-1
Alabama,32.53952745,-86.64408227,3/29/20,131.0,-1
Alabama,32.53952745,-86.64408227,3/30/20,74.0,-1
Alabama,32.53952745,-86.64408227,3/31/20,88.0,-1
Alabama,32.53952745,-86.64408227,4/1/20,73.0,-1
Alabama,32.53952745,-86.64408227,4/2/20,173.0,-1
Alabama,32.53952745,-86.64408227,4/3/20,262.0,-1
Alabama,32.53952745,-86.64408227,4/4/20,119.0,-1
Alabama,32.53952745,-86.64408227,4/5/20,151.0,-1
Alabama,32.53952745,-86.64408227,4/6/20,187.0,-1
Alabama,32.53952745,-86.64408227,4/7/20,217.0,-1
Alabama,32.53952745,-86.64408227,4/8/20,159.0,-1
Alabama,32.53952745,-86.64408227,4/9/20,375.0,-1
Alabama,32.53952745,-86.64408227,4/10/20,244.0,-1
Alabama,32.53952745,-86.64408227,4/11/20,270.0,-1
Alabama,32.53952745,-86.64408227,4/12/20,346.0,-1
Alabama,32.53952745,-86.64408227,4/13/20,171.0,-1
Alabama,32.53952745,-86.64408227,4/14/20,219.0,-1
Alabama,32.53952745,-86.64408227,4/15/20,122.0,-1
Alabama,32.53952745,-86.64408227,4/16/20,270.0,-1
Alabama,32.53952745,-86.64408227,4/17/20,226.0,-1
Alabama,32.53952745,-86.64408227,4/18/20,141.0,-1
Alabama,32.53952745,-86.64408227,4/19/20,176.0,-1
Alabama,32.53952745,-86.64408227,4/20/20,191.0,-1
Alabama,32.53952745,-86.64408227,4/21/20,238.0,-1
Alabama,32.53952745,-86.64408227,4/22/20,276.0,-1
Alabama,32.53952745,-86.64408227,4/23/20,239.0,-1
Alabama,32.53952745,-86.64408227,4/24/20,194.0,-1
Alabama,32.53952745,-86.64408227,4/25/20,0.0,-1
Alabama,32.53952745,-86.64408227,4/26/20,395.0,-1
Alabama,32.53952745,-86.64408227,4/27/20,118.0,-1
Alabama,32.53952745,-86.64408227,4/28/20,211.0,-1
Alabama,32.53952745,-86.64408227,4/29/20,162.0,-1
Alabama,32.53952745,-86.64408227,4/30/20,176.0,-1
Alabama,32.53952745,-86.64408227,5/1/20,206.0,-1
Alabama,32.53952745,-86.64408227,5/2/20,317.0,-1
Alabama,32.53952745,-86.64408227,5/3/20,277.0,-1
Alabama,32.53952745,-86.64408227,5/4/20,224.0,-1
Alabama,32.53952745,-86.64408227,5/5/20,325.0,-1
Alabama,32.53952745,-86.64408227,5/6/20,254.0,-1
Alabama,32.53952745,-86.64408227,5/7/20,355.0,-1
Alabama,32.53952745,-86.64408227,5/8/20,339.0,-1
Alabama,32.53952745,-86.64408227,5/9/20,283.0,-1
Alabama,32.53952745,-86.64408227,5/10/20,221.0,-1
Alabama,32.53952745,-86.64408227,5/11/20,275.0,-1
Alabama,32.53952745,-86.64408227,5/12/20,300.0,-1
Alabama,32.53952745,-86.64408227,5/13/20,236.0,-1
Alabama,32.53952745,-86.64408227,5/14/20,401.0,-1
Alabama,32.53952745,-86.64408227,5/15/20,272.0,-1
Alabama,32.53952745,-86.64408227,5/16/20,301.0,-1
Alabama,32.53952745,-86.64408227,5/17/20,97.0,-1
Alabama,32.53952745,-86.64408227,5/18/20,315.0,-1
Alabama,32.53952745,-86.64408227,5/19/20,290.0,-1
Alabama,32.53952745,-86.64408227,5/20/20,676.0,-1
Alabama,32.53952745,-86.64408227,5/21/20,236.0,-1
Alabama,32.53952745,-86.64408227,5/22/20,382.0,-1
Alabama,32.53952745,-86.64408227,5/23/20,447.0,-1
Alabama,32.53952745,-86.64408227,5/24/20,361.0,-1
Alabama,32.53952745,-86.64408227,5/25/20,508.0,-1
Alabama,32.53952745,-86.64408227,5/26/20,664.0,-1
Alabama,32.53952745,-86.64408227,5/27/20,382.0,-1
Alabama,32.53952745,-86.64408227,5/28/20,498.0,-1
Alabama,32.53952745,-86.64408227,5/29/20,501.0,-1
Alabama,32.53952745,-86.64408227,5/30/20,328.0,-1
Alabama,32.53952745,-86.64408227,5/31/20,593.0,-1
Alabama,32.53952745,-86.64408227,6/1/20,678.0,-1
Alabama,32.53952745,-86.64408227,6/2/20,136.0,-1
Alabama,32.53952745,-86.64408227,6/3/20,85.0,-1
Alabama,32.53952745,-86.64408227,6/4/20,221.0,-1
Alabama,32.53952745,-86.64408227,6/5/20,315.0,-1
Alabama,32.53952745,-86.64408227,6/6/20,656.0,-1
Alabama,32.53952745,-86.64408227,6/7/20,457.0,-1
Alabama,32.53952745,-86.64408227,6/8/20,425.0,-1
Alabama,32.53952745,-86.64408227,6/9/20,497.0,-1
Alabama,32.53952745,-86.64408227,6/10/20,567.0,-1
Alabama,32.53952745,-86.64408227,6/11/20,856.0,-1
Alabama,32.53952745,-86.64408227,6/12/20,865.0,-1
Alabama,32.53952745,-86.64408227,6/13/20,891.0,-1
Alabama,32.53952745,-86.64408227,6/14/20,1014.0,-1
Alabama,32.53952745,-86.64408227,6/15/20,657.0,-1
Alabama,32.53952745,-86.64408227,6/16/20,640.0,-1
Alabama,32.53952745,-86.64408227,6/17/20,400.0,-1
Alabama,32.53952745,-86.64408227,6/18/20,894.0,-1
Alabama,32.53952745,-86.64408227,6/19/20,796.0,-1
Alabama,32.53952745,-86.64408227,6/20/20,547.0,-1
Alabama,32.53952745,-86.64408227,6/21/20,472.0,-1
Alabama,32.53952745,-86.64408227,6/22/20,433.0,-1
Alabama,32.53952745,-86.64408227,6/23/20,643.0,-1
Alabama,32.53952745,-86.64408227,6/24/20,967.0,-1
Alabama,32.53952745,-86.64408227,6/25/20,1142.0,-1
Alabama,32.53952745,-86.64408227,6/26/20,977.0,-1
Alabama,32.53952745,-86.64408227,6/27/20,900.0,-1
Alabama,32.53952745,-86.64408227,6/28/20,358.0,-1
Alabama,32.53952745,-86.64408227,6/29/20,1734.0,-1
Alabama,32.53952745,-86.64408227,6/30/20,870.0,-1
Alabama,32.53952745,-86.64408227,7/1/20,917.0,-1
Alabama,32.53952745,-86.64408227,7/2/20,1149.0,-1
Alabama,32.53952745,-86.64408227,7/3/20,1754.0,-1
Alabama,32.53952745,-86.64408227,7/4/20,997.0,-1
Alabama,32.53952745,-86.64408227,7/5/20,1091.0,-1
Alabama,32.53952745,-86.64408227,7/6/20,925.0,-1
Alabama,32.53952745,-86.64408227,7/7/20,907.0,-1
Alabama,32.53952745,-86.64408227,7/8/20,1177.0,-1
Alabama,32.53952745,-86.64408227,7/9/20,2212.0,-1
Alabama,32.53952745,-86.64408227,7/10/20,1334.0,-1
Alabama,32.53952745,-86.64408227,7/11/20,1439.0,-1
Alabama,32.53952745,-86.64408227,7/12/20,1640.0,-1
Alabama,32.53952745,-86.64408227,7/13/20,1958.0,-1
Alabama,32.53952745,-86.64408227,7/14/20,1710.0,-1
Alabama,32.53952745,-86.64408227,7/15/20,1812.0,-1
Alabama,32.53952745,-86.64408227,7/16/20,2021.0,-1
Alabama,32.53952745,-86.64408227,7/17/20,2003.0,-1
Alabama,32.53952745,-86.64408227,7/18/20,2143.0,-1
Alabama,32.53952745,-86.64408227,7/19/20,1777.0,-1
Alabama,32.53952745,-86.64408227,7/20/20,1880.0,-1
Alabama,32.53952745,-86.64408227,7/21/20,1467.0,-1
Alabama,32.53952745,-86.64408227,7/22/20,1455.0,-1
Alabama,32.53952745,-86.64408227,7/23/20,2399.0,-1
Alabama,32.53952745,-86.64408227,7/24/20,1793.0,-1
Alabama,32.53952745,-86.64408227,7/25/20,2125.0,-1
Alabama,32.53952745,-86.64408227,7/26/20,1164.0,-1
Alabama,32.53952745,-86.64408227,7/27/20,1821.0,-1
Alabama,32.53952745,-86.64408227,7/28/20,1251.0,-1
Alabama,32.53952745,-86.64408227,7/29/20,1416.0,-1
Alabama,32.53952745,-86.64408227,7/30/20,1980.0,-1
Alabama,32.53952745,-86.64408227,7/31/20,1961.0,-1
Alabama,32.53952745,-86.64408227,8/1/20,1626.0,-1
Alabama,32.53952745,-86.64408227,8/2/20,2095.0,-1
Alabama,32.53952745,-86.64408227,8/3/20,1217.0,-1
Alabama,32.53952745,-86.64408227,8/4/20,1041.0,-1
Alabama,32.53952745,-86.64408227,8/5/20,952.0,-1
Alabama,32.53952745,-86.64408227,8/6/20,1938.0,-1
Alabama,32.53952745,-86.64408227,8/7/20,1709.0,-1
Alabama,32.53952745,-86.64408227,8/8/20,1872.0,-1
Alabama,32.53952745,-86.64408227,8/9/20,1161.0,-1
Alabama,32.53952745,-86.64408227,8/10/20,1686.0,-1
Alabama,32.53952745,-86.64408227,8/11/20,831.0,-1
Alabama,32.53952745,-86.64408227,8/12/20,935.0,-1
Alabama,32.53952745,-86.64408227,8/13/20,771.0,-1
Alabama,32.53952745,-86.64408227,8/14/20,752.0,-1
Alabama,32.53952745,-86.64408227,8/15/20,1271.0,-1
Alabama,32.53952745,-86.64408227,8/16/20,853.0,-1
Alabama,32.53952745,-86.64408227,8/17/20,571.0,-1
Alabama,32.53952745,-86.64408227,8/18/20,1357.0,-1
Alabama,32.53952745,-86.64408227,8/19/20,1117.0,-1
Alabama,32.53952745,-86.64408227,8/20/20,971.0,-1
Alabama,32.53952745,-86.64408227,8/21/20,1183.0,-1
Alabama,32.53952745,-86.64408227,8/22/20,900.0,-1
Alabama,32.53952745,-86.64408227,8/23/20,528.0,-1
Alabama,32.53952745,-86.64408227,8/24/20,1650.0,-1
Alabama,32.53952745,-86.64408227,8/25/20,532.0,-1
Alabama,32.53952745,-86.64408227,8/26/20,2012.0,-1
Alabama,32.53952745,-86.64408227,8/27/20,1769.0,-1
Alabama,32.53952745,-86.64408227,8/28/20,1162.0,-1
Alabama,32.53952745,-86.64408227,8/29/20,1704.0,-1
Alabama,32.53952745,-86.64408227,8/30/20,1346.0,-1
Alabama,32.53952745,-86.64408227,8/31/20,823.0,-1
Alabama,32.53952745,-86.64408227,9/1/20,1558.0,-1
Alabama,32.53952745,-86.64408227,9/2/20,623.0,-1
Alabama,32.53952745,-86.64408227,9/3/20,1046.0,-1
Alabama,32.53952745,-86.64408227,9/4/20,1108.0,-1
Alabama,32.53952745,-86.64408227,9/5/20,1410.0,-1
Alabama,32.53952745,-86.64408227,9/6/20,511.0,-1
Alabama,32.53952745,-86.64408227,9/7/20,659.0,-1
Alabama,32.53952745,-86.64408227,9/8/20,633.0,-1
Alabama,32.53952745,-86.64408227,9/9/20,811.0,-1
Alaska,55.32222414,-161.9722021,1/23/20,0.0,-1
Alaska,55.32222414,-161.9722021,1/24/20,0.0,-1
Alaska,55.32222414,-161.9722021,1/25/20,0.0,-1
Alaska,55.32222414,-161.9722021,1/26/20,0.0,-1
Alaska,55.32222414,-161.9722021,1/27/20,0.0,-1
Alaska,55.32222414,-161.9722021,1/28/20,0.0,-1
Alaska,55.32222414,-161.9722021,1/29/20,0.0,-1
Alaska,55.32222414,-161.9722021,1/30/20,0.0,-1
Alaska,55.32222414,-161.9722021,1/31/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/1/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/2/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/3/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/4/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/5/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/6/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/7/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/8/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/9/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/10/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/11/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/12/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/13/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/14/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/15/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/16/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/17/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/18/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/19/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/20/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/21/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/22/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/23/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/24/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/25/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/26/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/27/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/28/20,0.0,-1
Alaska,55.32222414,-161.9722021,2/29/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/1/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/2/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/3/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/4/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/5/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/6/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/7/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/8/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/9/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/10/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/11/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/12/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/13/20,1.0,-1
Alaska,55.32222414,-161.9722021,3/14/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/15/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/16/20,0.0,-1
Alaska,55.32222414,-161.9722021,3/17/20,2.0,-1
Alaska,55.32222414,-161.9722021,3/18/20,2.0,-1
Alaska,55.32222414,-161.9722021,3/19/20,3.0,-1
Alaska,55.32222414,-161.9722021,3/20/20,3.0,-1
Alaska,55.32222414,-161.9722021,3/21/20,2.0,-1
Alaska,55.32222414,-161.9722021,3/22/20,5.0,-1
Alaska,55.32222414,-161.9722021,3/23/20,12.0,-1
Alaska,55.32222414,-161.9722021,3/24/20,4.0,-1
Alaska,55.32222414,-161.9722021,3/25/20,7.0,-1
Alaska,55.32222414,-161.9722021,3/26/20,15.0,-1
Alaska,55.32222414,-161.9722021,3/27/20,2.0,-1
Alaska,55.32222414,-161.9722021,3/28/20,27.0,-1
Alaska,55.32222414,-161.9722021,3/29/20,17.0,-1
Alaska,55.32222414,-161.9722021,3/30/20,12.0,-1
Alaska,55.32222414,-161.9722021,3/31/20,5.0,-1
Alaska,55.32222414,-161.9722021,4/1/20,13.0,-1
Alaska,55.32222414,-161.9722021,4/2/20,11.0,-1
Alaska,55.32222414,-161.9722021,4/3/20,14.0,-1
Alaska,55.32222414,-161.9722021,4/4/20,14.0,-1
Alaska,55.32222414,-161.9722021,4/5/20,14.0,-1
Alaska,55.32222414,-161.9722021,4/6/20,5.0,-1
Alaska,55.32222414,-161.9722021,4/7/20,23.0,-1
Alaska,55.32222414,-161.9722021,4/8/20,13.0,-1
Alaska,55.32222414,-161.9722021,4/9/20,9.0,-1
Alaska,55.32222414,-161.9722021,4/10/20,11.0,-1
Alaska,55.32222414,-161.9722021,4/11/20,11.0,-1
Alaska,55.32222414,-161.9722021,4/12/20,15.0,-1
Alaska,55.32222414,-161.9722021,4/13/20,5.0,-1
Alaska,55.32222414,-161.9722021,4/14/20,8.0,-1
Alaska,55.32222414,-161.9722021,4/15/20,8.0,-1
Alaska,55.32222414,-161.9722021,4/16/20,7.0,-1
Alaska,55.32222414,-161.9722021,4/17/20,9.0,-1
Alaska,55.32222414,-161.9722021,4/18/20,5.0,-1
Alaska,55.32222414,-161.9722021,4/19/20,5.0,-1
Alaska,55.32222414,-161.9722021,4/20/20,2.0,-1
Alaska,55.32222414,-161.9722021,4/21/20,8.0,-1
Alaska,55.32222414,-161.9722021,4/22/20,6.0,-1
Alaska,55.32222414,-161.9722021,4/23/20,2.0,-1
Alaska,55.32222414,-161.9722021,4/24/20,2.0,-1
Alaska,55.32222414,-161.9722021,4/25/20,0.0,-1
Alaska,55.32222414,-161.9722021,4/26/20,1.0,-1
Alaska,55.32222414,-161.9722021,4/27/20,5.0,-1
Alaska,55.32222414,-161.9722021,4/28/20,6.0,-1
Alaska,55.32222414,-161.9722021,4/29/20,4.0,-1
Alaska,55.32222414,-161.9722021,4/30/20,0.0,-1
Alaska,55.32222414,-161.9722021,5/1/20,9.0,-1
Alaska,55.32222414,-161.9722021,5/2/20,1.0,-1
Alaska,55.32222414,-161.9722021,5/3/20,3.0,-1
Alaska,55.32222414,-161.9722021,5/4/20,2.0,-1
Alaska,55.32222414,-161.9722021,5/5/20,1.0,-1
Alaska,55.32222414,-161.9722021,5/6/20,1.0,-1
Alaska,55.32222414,-161.9722021,5/7/20,2.0,-1
Alaska,55.32222414,-161.9722021,5/8/20,3.0,-1
Alaska,55.32222414,-161.9722021,5/9/20,1.0,-1
Alaska,55.32222414,-161.9722021,5/10/20,1.0,-1
Alaska,55.32222414,-161.9722021,5/11/20,0.0,-1
Alaska,55.32222414,-161.9722021,5/12/20,4.0,-1
Alaska,55.32222414,-161.9722021,5/13/20,0.0,-1
Alaska,55.32222414,-161.9722021,5/14/20,0.0,-1
Alaska,55.32222414,-161.9722021,5/15/20,5.0,-1
Alaska,55.32222414,-161.9722021,5/16/20,0.0,-1
Alaska,55.32222414,-161.9722021,5/17/20,0.0,-1
Alaska,55.32222414,-161.9722021,5/18/20,0.0,-1
Alaska,55.32222414,-161.9722021,5/19/20,12.0,-1
Alaska,55.32222414,-161.9722021,5/20/20,1.0,-1
Alaska,55.32222414,-161.9722021,5/21/20,0.0,-1
Alaska,55.32222414,-161.9722021,5/22/20,2.0,-1
Alaska,55.32222414,-161.9722021,5/23/20,4.0,-1
Alaska,55.32222414,-161.9722021,5/24/20,0.0,-1
Alaska,55.32222414,-161.9722021,5/25/20,1.0,-1
Alaska,55.32222414,-161.9722021,5/26/20,2.0,-1
Alaska,55.32222414,-161.9722021,5/27/20,1.0,-1
Alaska,55.32222414,-161.9722021,5/28/20,13.0,-1
Alaska,55.32222414,-161.9722021,5/29/20,5.0,-1
Alaska,55.32222414,-161.9722021,5/30/20,4.0,-1
Alaska,55.32222414,-161.9722021,5/31/20,26.0,-1
Alaska,55.32222414,-161.9722021,6/1/20,7.0,-1
Alaska,55.32222414,-161.9722021,6/2/20,20.0,-1
Alaska,55.32222414,-161.9722021,6/3/20,18.0,-1
Alaska,55.32222414,-161.9722021,6/4/20,8.0,-1
Alaska,55.32222414,-161.9722021,6/5/20,11.0,-1
Alaska,55.32222414,-161.9722021,6/6/20,12.0,-1
Alaska,55.32222414,-161.9722021,6/7/20,8.0,-1
Alaska,55.32222414,-161.9722021,6/8/20,19.0,-1
Alaska,55.32222414,-161.9722021,6/9/20,10.0,-1
Alaska,55.32222414,-161.9722021,6/10/20,20.0,-1
Alaska,55.32222414,-161.9722021,6/11/20,17.0,-1
Alaska,55.32222414,-161.9722021,6/12/20,15.0,-1
Alaska,55.32222414,-161.9722021,6/13/20,29.0,-1
Alaska,55.32222414,-161.9722021,6/14/20,7.0,-1
Alaska,55.32222414,-161.9722021,6/15/20,3.0,-1
Alaska,55.32222414,-161.9722021,6/16/20,12.0,-1
Alaska,55.32222414,-161.9722021,6/17/20,20.0,-1
Alaska,55.32222414,-161.9722021,6/18/20,12.0,-1
Alaska,55.32222414,-161.9722021,6/19/20,13.0,-1
Alaska,55.32222414,-161.9722021,6/20/20,21.0,-1
Alaska,55.32222414,-161.9722021,6/21/20,11.0,-1
Alaska,55.32222414,-161.9722021,6/22/20,6.0,-1
Alaska,55.32222414,-161.9722021,6/23/20,2.0,-1
Alaska,55.32222414,-161.9722021,6/24/20,29.0,-1
Alaska,55.32222414,-161.9722021,6/25/20,24.0,-1
Alaska,55.32222414,-161.9722021,6/26/20,20.0,-1
Alaska,55.32222414,-161.9722021,6/27/20,18.0,-1
Alaska,55.32222414,-161.9722021,6/28/20,29.0,-1
Alaska,55.32222414,-161.9722021,6/29/20,21.0,-1
Alaska,55.32222414,-161.9722021,6/30/20,36.0,-1
Alaska,55.32222414,-161.9722021,7/1/20,38.0,-1
Alaska,55.32222414,-161.9722021,7/2/20,39.0,-1
Alaska,55.32222414,-161.9722021,7/3/20,46.0,-1
Alaska,55.32222414,-161.9722021,7/4/20,47.0,-1
Alaska,55.32222414,-161.9722021,7/5/20,27.0,-1
Alaska,55.32222414,-161.9722021,7/6/20,28.0,-1
Alaska,55.32222414,-161.9722021,7/7/20,18.0,-1
Alaska,55.32222414,-161.9722021,7/8/20,42.0,-1
Alaska,55.32222414,-161.9722021,7/9/20,46.0,-1
Alaska,55.32222414,-161.9722021,7/10/20,55.0,-1
Alaska,55.32222414,-161.9722021,7/11/20,62.0,-1
Alaska,55.32222414,-161.9722021,7/12/20,94.0,-1
Alaska,55.32222414,-161.9722021,7/13/20,60.0,-1
Alaska,55.32222414,-161.9722021,7/14/20,40.0,-1
Alaska,55.32222414,-161.9722021,7/15/20,52.0,-1
Alaska,55.32222414,-161.9722021,7/16/20,62.0,-1
Alaska,55.32222414,-161.9722021,7/17/20,41.0,-1
Alaska,55.32222414,-161.9722021,7/18/20,62.0,-1
Alaska,55.32222414,-161.9722021,7/19/20,79.0,-1
Alaska,55.32222414,-161.9722021,7/20/20,75.0,-1
Alaska,55.32222414,-161.9722021,7/21/20,92.0,-1
Alaska,55.32222414,-161.9722021,7/22/20,89.0,-1
Alaska,55.32222414,-161.9722021,7/23/20,62.0,-1
Alaska,55.32222414,-161.9722021,7/24/20,56.0,-1
Alaska,55.32222414,-161.9722021,7/25/20,90.0,-1
Alaska,55.32222414,-161.9722021,7/26/20,186.0,-1
Alaska,55.32222414,-161.9722021,7/27/20,98.0,-1
Alaska,55.32222414,-161.9722021,7/28/20,107.0,-1
Alaska,55.32222414,-161.9722021,7/29/20,68.0,-1
Alaska,55.32222414,-161.9722021,7/30/20,81.0,-1
Alaska,55.32222414,-161.9722021,7/31/20,111.0,-1
Alaska,55.32222414,-161.9722021,8/1/20,146.0,-1
Alaska,55.32222414,-161.9722021,8/2/20,144.0,-1
Alaska,55.32222414,-161.9722021,8/3/20,61.0,-1
Alaska,55.32222414,-161.9722021,8/4/20,53.0,-1
Alaska,55.32222414,-161.9722021,8/5/20,54.0,-1
Alaska,55.32222414,-161.9722021,8/6/20,35.0,-1
Alaska,55.32222414,-161.9722021,8/7/20,53.0,-1
Alaska,55.32222414,-161.9722021,8/8/20,77.0,-1
Alaska,55.32222414,-161.9722021,8/9/20,98.0,-1
Alaska,55.32222414,-161.9722021,8/10/20,63.0,-1
Alaska,55.32222414,-161.9722021,8/11/20,45.0,-1
Alaska,55.32222414,-161.9722021,8/12/20,60.0,-1
Alaska,55.32222414,-161.9722021,8/13/20,84.0,-1
Alaska,55.32222414,-161.9722021,8/14/20,110.0,-1
Alaska,55.32222414,-161.9722021,8/15/20,83.0,-1
Alaska,55.32222414,-161.9722021,8/16/20,103.0,-1
Alaska,55.32222414,-161.9722021,8/17/20,50.0,-1
Alaska,55.32222414,-161.9722021,8/18/20,62.0,-1
Alaska,55.32222414,-161.9722021,8/19/20,67.0,-1
Alaska,55.32222414,-161.9722021,8/20/20,82.0,-1
Alaska,55.32222414,-161.9722021,8/21/20,68.0,-1
Alaska,55.32222414,-161.9722021,8/22/20,89.0,-1
Alaska,55.32222414,-161.9722021,8/23/20,64.0,-1
Alaska,55.32222414,-161.9722021,8/24/20,69.0,-1
Alaska,55.32222414,-161.9722021,8/25/20,33.0,-1
Alaska,55.32222414,-161.9722021,8/26/20,52.0,-1
